customer_id,frequency,monetary,recency,pre_pivot_frequency,pivot_ratio,product_diversity,loan_taken,loan_defaulted,clusters
CUS01232,0,0.0,184,4,0.0,0,1,1,1
CUS01233,5,143450.0,5,11,0.4167,4,0,0,4
CUS01234,1,21000.0,24,6,0.1429,1,0,0,2
CUS01235,2,3700.0,115,5,0.3333,1,0,0,2
CUS01236,0,0.0,184,4,0.0,0,0,0,2
CUS01237,0,0.0,184,5,0.0,0,1,1,1
CUS01238,3,174950.0,17,5,0.5,3,1,1,1
CUS01239,0,0.0,184,1,0.0,0,0,0,2
CUS01240,0,0.0,184,4,0.0,0,1,0,3
CUS01241,0,0.0,184,4,0.0,0,1,1,1
CUS01242,3,100800.0,102,1,1.5,1,0,0,2
CUS01243,6,308900.0,13,8,0.6667,3,0,0,4
CUS01244,0,0.0,184,5,0.0,0,1,1,1
CUS01245,1,15900.0,44,4,0.2,1,1,0,3
CUS01246,1,38350.0,148,10,0.0909,1,1,1,1
CUS01247,0,0.0,184,3,0.0,0,1,0,3
CUS01248,11,456050.0,4,11,0.9167,4,0,0,0
CUS01249,7,283400.0,39,9,0.7,4,0,0,4
CUS01250,0,0.0,184,5,0.0,0,1,1,1
CUS01251,1,20400.0,154,3,0.25,1,0,0,2
CUS01252,0,0.0,184,7,0.0,0,1,1,1
CUS01253,7,256700.0,17,4,1.4,4,0,0,0
CUS01254,4,12850.0,114,5,0.6667,2,1,0,3
CUS01255,3,81650.0,26,1,1.5,2,1,0,3
CUS01256,3,30150.0,42,4,0.6,2,1,0,3
CUS01257,8,147200.0,12,8,0.8889,4,0,0,4
CUS01258,0,0.0,184,5,0.0,0,1,1,1
CUS01259,11,314250.0,5,7,1.375,4,0,0,0
CUS01260,1,28500.0,162,10,0.0909,1,1,0,3
CUS01261,1,23150.0,148,2,0.3333,1,1,0,3
CUS01262,3,205900.0,51,15,0.1875,1,0,0,4
CUS01263,12,258150.0,13,10,1.0909,5,0,0,4
CUS01264,6,212500.0,68,5,1.0,3,0,0,4
CUS01265,0,0.0,184,2,0.0,0,0,0,2
CUS01266,10,565700.0,9,6,1.4286,5,0,0,0
CUS01267,3,17150.0,42,12,0.2308,2,1,1,1
CUS01268,0,0.0,184,1,0.0,0,1,0,3
CUS01269,10,556950.0,7,7,1.25,4,0,0,0
CUS01270,0,0.0,184,1,0.0,0,0,0,2
CUS01271,12,473850.0,11,9,1.2,4,0,0,0
CUS01272,17,814750.0,4,6,2.4286,4,0,0,0
CUS01273,0,0.0,184,2,0.0,0,1,0,3
CUS01274,8,256500.0,24,10,0.7273,5,0,0,4
CUS01275,13,471450.0,4,5,2.1667,5,0,0,0
CUS01276,7,233000.0,2,11,0.5833,5,1,0,4
CUS01277,0,0.0,184,5,0.0,0,1,1,1
CUS01278,6,134350.0,38,15,0.375,2,1,0,4
CUS01279,5,181550.0,20,13,0.3571,3,0,0,4
CUS01280,1,13700.0,103,7,0.125,1,1,1,1
CUS01281,8,511850.0,44,15,0.5,5,0,0,4
CUS01282,9,315500.0,2,5,1.5,4,1,0,4
CUS01283,1,700.0,32,4,0.2,1,1,0,3
CUS01284,0,0.0,184,1,0.0,0,0,0,2
CUS01285,17,552100.0,20,4,3.4,4,0,0,0
CUS01286,0,0.0,184,2,0.0,0,0,0,2
CUS01287,10,390800.0,4,5,1.6667,4,0,0,0
CUS01288,5,407600.0,62,11,0.4167,3,1,0,4
CUS01289,0,0.0,184,6,0.0,0,1,0,3
CUS01290,3,20900.0,25,5,0.5,2,1,0,3
CUS01291,9,98300.0,42,5,1.5,3,1,0,4
CUS01292,2,28450.0,22,1,1.0,1,0,0,2
CUS01293,0,0.0,184,6,0.0,0,1,1,1
CUS01294,9,363700.0,26,12,0.6923,3,1,0,4
CUS01295,2,90600.0,129,3,0.5,2,0,0,2
CUS01296,1,15650.0,166,1,0.5,1,1,1,1
CUS01297,6,235050.0,36,5,1.0,3,0,0,4
CUS01298,9,597850.0,11,11,0.75,5,0,0,0
CUS01299,0,0.0,184,2,0.0,0,0,0,2
CUS01300,0,0.0,184,2,0.0,0,0,0,2
CUS01301,7,121900.0,96,14,0.4667,3,0,0,4
CUS01302,1,21450.0,142,9,0.1,1,1,1,1
CUS01303,0,0.0,184,8,0.0,0,1,1,1
CUS01304,1,700.0,31,5,0.1667,1,1,1,1
CUS01305,15,354600.0,14,9,1.5,5,0,0,0
CUS01306,6,238200.0,46,13,0.4286,2,1,1,4
CUS01307,1,24750.0,47,9,0.1,1,1,1,1
CUS01308,0,0.0,184,2,0.0,0,0,0,2
CUS01309,3,228800.0,5,9,0.3,3,1,0,4
CUS01310,1,100.0,93,10,0.0909,1,1,1,1
CUS01311,0,0.0,184,2,0.0,0,0,0,2
CUS01312,8,202850.0,26,10,0.7273,3,1,0,4
CUS01313,2,146000.0,3,3,0.5,2,0,0,2
CUS01314,9,522450.0,26,9,0.9,6,1,0,4
CUS01315,0,0.0,184,2,0.0,0,0,0,2
CUS01316,12,429900.0,23,5,2.0,5,0,0,0
CUS01317,3,5800.0,4,1,1.5,1,0,0,2
CUS01318,1,26150.0,112,7,0.125,1,1,1,1
CUS01319,2,80500.0,67,3,0.5,2,0,0,2
CUS01320,5,98100.0,8,12,0.3846,3,1,1,4
CUS01321,0,0.0,184,4,0.0,0,0,0,2
CUS01322,10,381450.0,29,6,1.4286,4,1,0,4
CUS01323,0,0.0,184,6,0.0,0,1,1,1
CUS01324,1,44000.0,167,6,0.1429,1,1,1,1
CUS01325,3,119250.0,37,2,1.0,2,1,1,1
CUS01326,15,756350.0,7,11,1.25,5,0,0,0
CUS01327,1,44650.0,10,8,0.1111,1,1,1,1
CUS01328,17,775050.0,7,8,1.8889,4,0,0,0
CUS01329,0,0.0,184,7,0.0,0,1,1,1
CUS01330,1,7700.0,83,6,0.1429,1,1,0,3
CUS01331,0,0.0,184,1,0.0,0,0,0,2
CUS01332,3,84700.0,8,7,0.375,3,1,0,4
CUS01333,5,455700.0,21,9,0.5,4,0,0,4
CUS01334,13,569800.0,15,4,2.6,6,0,0,0
CUS01335,1,550.0,172,8,0.1111,1,0,0,2
CUS01336,5,111200.0,8,14,0.3333,3,1,1,4
CUS01337,11,532200.0,14,8,1.2222,5,0,0,0
CUS01338,6,200050.0,24,12,0.4615,4,1,0,4
CUS01339,10,330950.0,20,12,0.7692,4,1,0,4
CUS01340,0,0.0,184,2,0.0,0,0,0,2
CUS01341,0,0.0,184,2,0.0,0,0,0,2
CUS01342,8,468500.0,18,6,1.1429,3,0,0,0
CUS01343,0,0.0,184,2,0.0,0,0,0,2
CUS01344,0,0.0,184,5,0.0,0,1,1,1
CUS01345,16,455200.0,8,12,1.2308,5,0,0,0
CUS01346,4,258100.0,28,9,0.4,2,1,0,4
CUS01347,0,0.0,184,8,0.0,0,1,1,1
CUS01348,0,0.0,184,9,0.0,0,1,1,1
CUS01349,6,120750.0,134,9,0.6,3,1,0,4
CUS01350,0,0.0,184,9,0.0,0,1,1,1
CUS01351,0,0.0,184,4,0.0,0,0,0,2
CUS01352,1,40700.0,161,5,0.1667,1,1,0,3
CUS01353,0,0.0,184,1,0.0,0,0,0,2
CUS01354,9,125000.0,23,11,0.75,3,1,1,4
CUS01355,17,1208750.0,6,7,2.125,6,0,0,0
CUS01356,1,24900.0,167,10,0.0909,1,1,1,1
CUS01357,1,74250.0,58,5,0.1667,1,1,0,3
CUS01358,2,32250.0,48,5,0.3333,1,0,0,2
CUS01359,3,68150.0,29,3,0.75,2,1,0,3
CUS01360,0,0.0,184,1,0.0,0,0,0,2
CUS01361,0,0.0,184,1,0.0,0,0,0,2
CUS01362,0,0.0,184,8,0.0,0,1,1,1
CUS01363,11,495100.0,24,4,2.2,5,0,0,0
CUS01364,0,0.0,184,4,0.0,0,1,1,1
CUS01365,5,263850.0,47,12,0.3846,3,1,1,4
CUS01366,2,32700.0,142,5,0.3333,2,0,0,2
CUS01367,3,61050.0,95,3,0.75,2,1,0,3
CUS01368,17,685600.0,3,6,2.4286,4,0,0,0
CUS01369,0,0.0,184,10,0.0,0,1,0,3
CUS01370,8,266700.0,2,12,0.6154,4,0,0,4
CUS01371,1,14750.0,1,3,0.25,1,1,1,1
CUS01372,0,0.0,184,1,0.0,0,0,0,2
CUS01373,8,227800.0,17,10,0.7273,4,0,0,4
CUS01374,3,99150.0,60,2,1.0,2,0,0,2
CUS01375,16,757500.0,2,5,2.6667,6,0,0,0
CUS01376,0,0.0,184,9,0.0,0,1,1,1
CUS01377,2,23700.0,151,4,0.4,2,0,0,2
CUS01378,3,217500.0,88,10,0.2727,1,1,0,3
CUS01379,1,31800.0,15,3,0.25,1,1,0,3
CUS01380,5,193750.0,23,14,0.3333,3,0,0,4
CUS01381,0,0.0,184,3,0.0,0,1,1,1
CUS01382,2,41050.0,14,4,0.4,2,1,0,3
CUS01383,10,184500.0,37,14,0.6667,4,0,0,4
CUS01384,15,533450.0,9,9,1.5,4,0,0,0
CUS01385,2,2750.0,39,3,0.5,1,0,0,2
CUS01386,1,22250.0,98,7,0.125,1,1,0,3
CUS01387,2,42400.0,69,2,0.6667,2,1,0,3
CUS01388,1,37850.0,145,4,0.2,1,1,1,1
CUS01389,0,0.0,184,1,0.0,0,0,0,2
CUS01390,2,38100.0,24,2,0.6667,2,0,0,2
CUS01391,10,598000.0,2,13,0.7143,6,1,0,4
CUS01392,1,25950.0,128,5,0.1667,1,1,1,1
CUS01393,0,0.0,184,2,0.0,0,0,0,2
CUS01394,1,19100.0,22,6,0.1429,1,1,1,1
CUS01395,4,26450.0,11,13,0.2857,2,0,0,4
CUS01396,1,2350.0,91,3,0.25,1,1,1,1
CUS01397,0,0.0,184,2,0.0,0,0,0,2
CUS01398,0,0.0,184,2,0.0,0,0,0,2
CUS01399,10,163550.0,1,5,1.6667,3,0,0,0
CUS01400,3,114800.0,6,12,0.2308,3,0,0,4
CUS01401,3,3350.0,27,3,0.75,2,0,0,2
CUS01402,0,0.0,184,4,0.0,0,0,0,2
CUS01403,1,27700.0,51,7,0.125,1,1,1,1
CUS01404,4,50350.0,78,10,0.3636,2,0,0,4
CUS01405,1,300.0,51,7,0.125,1,1,1,1
CUS01406,8,311950.0,21,11,0.6667,4,0,0,4
CUS01407,14,363150.0,9,5,2.3333,5,0,0,0
CUS01408,0,0.0,184,9,0.0,0,1,1,1
CUS01409,9,407650.0,48,14,0.6,4,1,0,4
CUS01410,2,62000.0,13,1,1.0,1,1,0,3
CUS01411,3,5400.0,81,10,0.2727,2,1,1,1
CUS01412,9,404050.0,50,5,1.5,4,0,0,0
CUS01413,6,545200.0,27,8,0.6667,3,1,0,4
CUS01414,1,9500.0,158,3,0.25,1,0,0,2
CUS01415,3,43400.0,41,8,0.3333,2,0,0,2
CUS01416,0,0.0,184,1,0.0,0,0,0,2
CUS01417,1,1800.0,139,9,0.1,1,1,1,1
CUS01418,1,10600.0,75,7,0.125,1,1,0,3
CUS01419,5,113850.0,21,14,0.3333,3,0,0,4
CUS01420,1,1500.0,89,8,0.1111,1,1,0,3
CUS01421,5,36900.0,58,15,0.3125,2,0,0,4
CUS01422,12,404500.0,10,12,0.9231,4,0,0,4
CUS01423,12,472750.0,2,9,1.2,4,0,0,0
CUS01424,0,0.0,184,6,0.0,0,1,1,1
CUS01425,0,0.0,184,7,0.0,0,1,1,1
CUS01426,0,0.0,184,7,0.0,0,1,1,1
CUS01427,1,1300.0,81,10,0.0909,1,1,1,1
CUS01428,0,0.0,184,8,0.0,0,1,0,3
CUS01429,0,0.0,184,9,0.0,0,1,1,1
CUS01430,10,127550.0,21,8,1.1111,4,1,1,4
CUS01431,3,119800.0,21,1,1.5,2,1,0,3
CUS01432,3,104750.0,9,4,0.6,3,0,0,2
CUS01433,9,162800.0,15,13,0.6429,4,1,1,4
CUS01434,1,23650.0,116,5,0.1667,1,0,0,2
CUS01435,1,29300.0,94,1,0.5,1,0,0,2
CUS01436,1,22400.0,79,3,0.25,1,1,0,3
CUS01437,4,70000.0,2,15,0.25,3,1,0,4
CUS01438,1,39650.0,40,6,0.1429,1,1,1,1
CUS01439,1,37950.0,137,9,0.1,1,1,0,3
CUS01440,0,0.0,184,9,0.0,0,1,1,1
CUS01441,6,353850.0,58,9,0.6,5,0,0,4
CUS01442,0,0.0,184,6,0.0,0,1,0,3
CUS01443,1,700.0,46,9,0.1,1,1,1,1
CUS01444,1,18550.0,128,3,0.25,1,0,0,2
CUS01445,1,8350.0,97,3,0.25,1,0,0,2
CUS01446,2,68800.0,102,4,0.4,2,0,0,2
CUS01447,1,18750.0,157,10,0.0909,1,1,1,1
CUS01448,7,190850.0,18,9,0.7,3,1,0,4
CUS01449,0,0.0,184,1,0.0,0,0,0,2
CUS01450,12,454050.0,21,5,2.0,4,0,0,0
CUS01451,3,38200.0,39,4,0.6,2,1,1,1
CUS01452,5,135350.0,81,13,0.3571,3,1,0,4
CUS01453,0,0.0,184,3,0.0,0,1,0,3
CUS01454,6,193450.0,12,5,1.0,4,1,1,4
CUS01455,0,0.0,184,1,0.0,0,1,1,1
CUS01456,2,1950.0,9,1,1.0,1,0,0,2
CUS01457,12,421000.0,14,7,1.5,3,0,0,0
CUS01458,0,0.0,184,2,0.0,0,0,0,2
CUS01459,3,198250.0,87,4,0.6,1,0,0,2
CUS01460,3,93750.0,95,4,0.6,2,0,0,2
CUS01461,3,5850.0,16,2,1.0,2,0,0,2
CUS01462,4,94500.0,38,5,0.6667,3,1,1,1
CUS01463,0,0.0,184,3,0.0,0,1,1,1
CUS01464,6,177650.0,34,15,0.375,3,0,0,4
CUS01465,0,0.0,184,3,0.0,0,1,0,3
CUS01466,1,30650.0,36,3,0.25,1,1,1,1
CUS01467,9,590100.0,6,4,1.8,6,0,0,0
CUS01468,0,0.0,184,3,0.0,0,1,1,1
CUS01469,5,132400.0,7,11,0.4167,2,1,0,4
CUS01470,5,67050.0,9,12,0.3846,2,1,0,4
CUS01471,0,0.0,184,2,0.0,0,0,0,2
CUS01472,0,0.0,184,8,0.0,0,1,1,1
CUS01473,7,323900.0,2,7,0.875,4,0,0,4
CUS01474,0,0.0,184,6,0.0,0,1,0,3
CUS01475,12,525150.0,5,6,1.7143,4,0,0,0
CUS01476,0,0.0,184,8,0.0,0,0,0,2
CUS01477,0,0.0,184,3,0.0,0,1,0,3
CUS01478,0,0.0,184,3,0.0,0,1,1,1
CUS01479,1,1350.0,74,8,0.1111,1,1,1,1
CUS01480,0,0.0,184,4,0.0,0,1,1,1
CUS01481,1,6700.0,98,5,0.1667,1,1,0,3
CUS01482,2,42900.0,99,5,0.3333,2,0,0,2
CUS01483,0,0.0,184,5,0.0,0,0,0,2
CUS01484,11,328250.0,8,5,1.8333,4,0,0,0
CUS01485,1,1000.0,172,3,0.25,1,0,0,2
CUS01486,1,78450.0,11,4,0.2,1,1,1,1
CUS01487,4,172850.0,7,8,0.4444,3,1,0,4
CUS01488,0,0.0,184,2,0.0,0,0,0,2
CUS01489,8,373650.0,25,9,0.8,4,1,0,4
CUS01490,0,0.0,184,7,0.0,0,1,1,1
CUS01491,12,291200.0,25,10,1.0909,4,0,0,4
CUS01492,4,111450.0,37,14,0.2667,3,1,0,4
CUS01493,2,1550.0,6,3,0.5,1,0,0,2
CUS01494,2,83550.0,65,3,0.5,2,1,1,1
CUS01495,4,48200.0,54,12,0.3077,2,0,0,4
CUS01496,9,271200.0,2,10,0.8182,3,1,0,4
CUS01497,9,250450.0,20,6,1.2857,3,1,1,4
CUS01498,2,60550.0,126,4,0.4,2,0,0,2
CUS01499,0,0.0,184,3,0.0,0,1,1,1
CUS01500,5,265300.0,40,9,0.5,3,1,1,4
CUS01501,2,79950.0,153,3,0.5,1,0,0,2
CUS01502,0,0.0,184,1,0.0,0,0,0,2
CUS01503,7,323350.0,1,9,0.7,4,0,0,4
CUS01504,10,449150.0,31,12,0.7692,4,0,0,4
CUS01505,1,1800.0,47,2,0.3333,1,0,0,2
CUS01506,5,94300.0,22,9,0.5,4,1,0,4
CUS01507,6,295500.0,4,6,0.8571,4,1,0,4
CUS01508,1,25200.0,175,1,0.5,1,0,0,2
CUS01509,5,286800.0,12,6,0.7143,3,1,0,4
CUS01510,8,400400.0,22,8,0.8889,5,1,0,4
CUS01511,1,750.0,45,8,0.1111,1,1,1,1
CUS01512,0,0.0,184,8,0.0,0,1,1,1
CUS01513,10,403150.0,9,15,0.625,4,1,0,4
CUS01514,1,27200.0,39,7,0.125,1,1,1,1
CUS01515,7,123000.0,26,10,0.6364,3,1,0,4
CUS01516,6,364950.0,35,6,0.8571,5,1,1,4
CUS01517,10,209450.0,22,14,0.6667,3,1,0,4
CUS01518,0,0.0,184,4,0.0,0,1,1,1
CUS01519,13,587700.0,32,4,2.6,4,0,0,0
CUS01520,9,113050.0,6,9,0.9,3,0,0,4
CUS01521,0,0.0,184,4,0.0,0,1,1,1
CUS01522,14,840050.0,16,6,2.0,4,0,0,0
CUS01523,1,44550.0,116,4,0.2,1,1,1,1
CUS01524,9,377450.0,5,11,0.75,4,0,0,4
CUS01525,10,389800.0,27,13,0.7143,6,1,0,4
CUS01526,0,0.0,184,3,0.0,0,1,1,1
CUS01527,0,0.0,184,7,0.0,0,1,1,1
CUS01528,9,207450.0,36,6,1.2857,4,1,0,4
CUS01529,0,0.0,184,2,0.0,0,1,1,1
CUS01530,0,0.0,184,6,0.0,0,1,1,1
CUS01531,0,0.0,184,2,0.0,0,0,0,2
CUS01532,0,0.0,184,4,0.0,0,1,1,1
CUS01533,0,0.0,184,3,0.0,0,0,0,2
CUS01534,5,170450.0,7,10,0.4545,2,1,0,4
CUS01535,1,1250.0,87,4,0.2,1,1,1,1
CUS01536,0,0.0,184,3,0.0,0,1,1,1
CUS01537,14,436500.0,12,8,1.5556,4,1,0,0
CUS01538,16,576500.0,7,9,1.6,4,1,0,0
CUS01539,1,40200.0,168,3,0.25,1,0,0,2
CUS01540,1,7200.0,119,3,0.25,1,1,1,1
CUS01541,0,0.0,184,5,0.0,0,1,0,3
CUS01542,10,461200.0,22,8,1.1111,4,1,0,4
CUS01543,7,306500.0,1,9,0.7,3,0,0,4
CUS01544,0,0.0,184,10,0.0,0,1,0,3
CUS01545,0,0.0,184,2,0.0,0,1,1,1
CUS01546,1,32550.0,53,4,0.2,1,1,0,3
CUS01547,14,620900.0,36,12,1.0769,4,0,0,0
CUS01548,1,1000.0,75,7,0.125,1,1,1,1
CUS01549,1,8150.0,97,1,0.5,1,0,0,2
CUS01550,3,147850.0,32,1,1.5,2,0,0,2
CUS01551,14,874950.0,7,4,2.8,5,0,0,0
CUS01552,7,148600.0,13,11,0.5833,2,0,0,4
CUS01553,1,33600.0,113,6,0.1429,1,1,0,3
CUS01554,11,468000.0,12,6,1.5714,6,0,0,0
CUS01555,7,114100.0,8,10,0.6364,3,1,0,4
CUS01556,1,21450.0,20,6,0.1429,1,1,1,1
CUS01557,5,294950.0,60,7,0.625,4,1,0,4
CUS01558,4,274850.0,32,12,0.3077,2,1,0,4
CUS01559,0,0.0,184,4,0.0,0,0,0,2
CUS01560,0,0.0,184,1,0.0,0,0,0,2
CUS01561,9,407200.0,4,8,1.0,4,1,1,4
CUS01562,13,464700.0,42,10,1.1818,4,0,0,0
CUS01563,0,0.0,184,2,0.0,0,0,0,2
CUS01564,3,5500.0,18,4,0.6,3,1,0,3
CUS01565,1,62400.0,75,7,0.125,1,1,0,3
CUS01566,0,0.0,184,10,0.0,0,0,0,2
CUS01567,10,542850.0,62,12,0.7692,5,1,1,4
CUS01568,1,49400.0,161,5,0.1667,1,0,0,2
CUS01569,1,42800.0,140,9,0.1,1,1,1,1
CUS01570,1,62950.0,106,3,0.25,1,0,0,2
CUS01571,2,10000.0,110,3,0.5,2,0,0,2
CUS01572,1,77000.0,100,9,0.1,1,1,0,3
CUS01573,10,215300.0,31,13,0.7143,4,0,0,4
CUS01574,8,155900.0,13,4,1.6,4,0,0,0
CUS01575,1,48250.0,105,2,0.3333,1,0,0,2
CUS01576,1,950.0,24,10,0.0909,1,1,1,1
CUS01577,0,0.0,184,3,0.0,0,1,1,1
CUS01578,0,0.0,184,1,0.0,0,0,0,2
CUS01579,0,0.0,184,1,0.0,0,1,1,1
CUS01580,7,340250.0,4,10,0.6364,3,0,0,4
CUS01581,10,315550.0,48,5,1.6667,3,1,1,4
CUS01582,5,87250.0,1,10,0.4545,3,0,0,4
CUS01583,1,55050.0,157,4,0.2,1,0,0,2
CUS01584,4,79600.0,16,12,0.3077,2,0,0,4
CUS01585,1,54100.0,105,8,0.1111,1,1,0,3
CUS01586,1,1050.0,51,4,0.2,1,0,0,2
CUS01587,3,48500.0,8,12,0.2308,3,1,0,4
CUS01588,3,156450.0,48,14,0.2,2,1,1,1
CUS01589,2,20250.0,41,2,0.6667,2,1,1,1
CUS01590,0,0.0,184,6,0.0,0,1,1,1
CUS01591,0,0.0,184,10,0.0,0,1,1,1
CUS01592,0,0.0,184,2,0.0,0,0,0,2
CUS01593,15,587450.0,4,7,1.875,5,1,0,0
CUS01594,0,0.0,184,2,0.0,0,0,0,2
CUS01595,5,249900.0,10,8,0.5556,4,0,0,4
CUS01596,0,0.0,184,9,0.0,0,1,1,1
CUS01597,1,1400.0,5,3,0.25,1,1,1,1
CUS01598,0,0.0,184,2,0.0,0,0,0,2
CUS01599,6,378050.0,17,9,0.6,4,0,0,4
CUS01600,0,0.0,184,3,0.0,0,1,1,1
CUS01601,1,5650.0,25,4,0.2,1,1,0,3
CUS01602,3,122250.0,8,4,0.6,2,0,0,2
CUS01603,4,100600.0,12,8,0.4444,2,1,0,4
CUS01604,1,400.0,156,10,0.0909,1,1,1,1
CUS01605,0,0.0,184,7,0.0,0,0,0,2
CUS01606,2,7400.0,89,4,0.4,2,1,0,3
CUS01607,0,0.0,184,1,0.0,0,0,0,2
CUS01608,0,0.0,184,3,0.0,0,1,0,3
CUS01609,1,86950.0,110,8,0.1111,1,1,0,3
CUS01610,0,0.0,184,1,0.0,0,0,0,2
CUS01611,6,410150.0,7,8,0.6667,4,1,0,4
CUS01612,0,0.0,184,2,0.0,0,0,0,2
CUS01613,7,218000.0,19,9,0.7,3,0,0,4
CUS01614,0,0.0,184,1,0.0,0,0,0,2
CUS01615,1,3900.0,131,6,0.1429,1,1,0,3
CUS01616,1,23000.0,167,3,0.25,1,0,0,2
CUS01617,0,0.0,184,10,0.0,0,1,1,1
CUS01618,1,15500.0,151,8,0.1111,1,1,1,1
CUS01619,0,0.0,184,2,0.0,0,0,0,2
CUS01620,7,257600.0,46,13,0.5,4,1,0,4
CUS01621,1,1250.0,121,6,0.1429,1,1,1,1
CUS01622,5,99650.0,2,7,0.625,3,0,0,4
CUS01623,4,88550.0,23,12,0.3077,3,0,0,4
CUS01624,10,370100.0,14,11,0.8333,4,1,0,4
CUS01625,17,495300.0,20,8,1.8889,5,0,0,0
CUS01626,6,76450.0,37,11,0.5,2,1,1,1
CUS01627,7,499500.0,11,14,0.4667,3,1,0,4
CUS01628,1,8850.0,37,7,0.125,1,1,1,1
CUS01629,1,650.0,92,3,0.25,1,1,1,1
CUS01630,3,169500.0,24,12,0.2308,3,0,0,4
CUS01631,13,535600.0,4,8,1.4444,4,0,0,0
CUS01632,1,29200.0,80,2,0.3333,1,0,0,2
CUS01633,0,0.0,184,6,0.0,0,1,1,1
CUS01634,3,59150.0,97,2,1.0,2,0,0,2
CUS01635,0,0.0,184,1,0.0,0,1,1,1
CUS01636,0,0.0,184,1,0.0,0,0,0,2
CUS01637,3,86100.0,115,1,1.5,3,0,0,2
CUS01638,8,229800.0,25,6,1.1429,3,1,0,4
CUS01639,9,80700.0,18,5,1.5,3,0,0,4
CUS01640,0,0.0,184,2,0.0,0,0,0,2
CUS01641,0,0.0,184,2,0.0,0,0,0,2
CUS01642,0,0.0,184,3,0.0,0,1,1,1
CUS01643,1,3700.0,132,4,0.2,1,1,1,1
CUS01644,13,343400.0,7,8,1.4444,5,1,0,0
CUS01645,0,0.0,184,10,0.0,0,1,1,1
CUS01646,0,0.0,184,4,0.0,0,1,0,3
CUS01647,0,0.0,184,1,0.0,0,0,0,2
CUS01648,0,0.0,184,10,0.0,0,1,1,1
CUS01649,1,4600.0,154,10,0.0909,1,1,1,1
CUS01650,0,0.0,184,5,0.0,0,0,0,2
CUS01651,1,400.0,179,6,0.1429,1,1,1,1
CUS01652,8,320450.0,13,11,0.6667,4,0,0,4
CUS01653,9,310100.0,16,10,0.8182,3,1,1,4
CUS01654,1,950.0,85,5,0.1667,1,1,1,1
CUS01655,10,541000.0,24,9,1.0,4,0,0,0
CUS01656,0,0.0,184,3,0.0,0,1,0,3
CUS01657,1,50450.0,104,10,0.0909,1,1,0,3
CUS01658,0,0.0,184,2,0.0,0,0,0,2
CUS01659,6,333300.0,9,12,0.4615,4,1,0,4
CUS01660,3,97100.0,8,3,0.75,2,0,0,2
CUS01661,9,274450.0,35,8,1.0,4,0,0,4
CUS01662,0,0.0,184,3,0.0,0,1,0,3
CUS01663,0,0.0,184,1,0.0,0,0,0,2
CUS01664,1,5000.0,104,10,0.0909,1,1,0,3
CUS01665,1,250.0,134,9,0.1,1,1,0,3
CUS01666,0,0.0,184,5,0.0,0,1,0,3
CUS01667,1,11650.0,181,9,0.1,1,1,1,1
CUS01668,16,895600.0,1,11,1.3333,6,0,0,0
CUS01669,15,334050.0,2,7,1.875,4,0,0,0
CUS01670,7,142600.0,1,12,0.5385,3,1,1,4
CUS01671,11,553250.0,24,7,1.375,4,0,0,0
CUS01672,0,0.0,184,7,0.0,0,1,1,1
CUS01673,1,113900.0,131,3,0.25,1,1,1,1
CUS01674,2,102600.0,44,5,0.3333,1,0,0,2
CUS01675,1,3400.0,112,6,0.1429,1,1,1,1
CUS01676,2,84600.0,43,2,0.6667,2,0,0,2
CUS01677,6,132450.0,7,6,0.8571,4,0,0,4
CUS01678,4,155100.0,43,8,0.4444,3,1,1,1
CUS01679,1,50050.0,61,2,0.3333,1,0,0,2
CUS01680,9,228050.0,23,7,1.125,4,1,1,4
CUS01681,10,287450.0,14,10,0.9091,3,1,0,4
CUS01682,1,41300.0,125,7,0.125,1,1,1,1
CUS01683,0,0.0,184,2,0.0,0,0,0,2
CUS01684,1,1250.0,132,10,0.0909,1,1,1,1
CUS01685,15,515600.0,6,7,1.875,6,0,0,0
CUS01686,0,0.0,184,2,0.0,0,0,0,2
CUS01687,8,573150.0,23,11,0.6667,4,0,0,4
CUS01688,2,96800.0,34,3,0.5,1,0,0,2
CUS01689,1,1450.0,160,1,0.5,1,0,0,2
CUS01690,2,185000.0,95,1,1.0,2,0,0,2
CUS01691,1,950.0,14,3,0.25,1,1,1,1
CUS01692,10,387500.0,25,5,1.6667,5,0,0,0
CUS01693,1,56600.0,92,10,0.0909,1,1,1,1
CUS01694,9,374000.0,22,5,1.5,4,1,0,4
CUS01695,7,202900.0,24,6,1.0,3,0,0,4
CUS01696,6,314800.0,12,4,1.2,4,0,0,4
CUS01697,2,175250.0,53,4,0.4,2,0,0,2
CUS01698,5,121100.0,41,10,0.4545,3,0,0,4
CUS01699,0,0.0,184,10,0.0,0,1,0,3
CUS01700,2,2100.0,11,5,0.3333,1,1,0,3
CUS01701,0,0.0,184,3,0.0,0,0,0,2
CUS01702,5,174000.0,43,13,0.3571,3,1,0,4
CUS01703,0,0.0,184,5,0.0,0,0,0,2
CUS01704,6,139400.0,27,5,1.0,4,0,0,4
CUS01705,9,465500.0,7,13,0.6429,4,0,0,4
CUS01706,0,0.0,184,1,0.0,0,0,0,2
CUS01707,1,36200.0,15,10,0.0909,1,1,1,1
CUS01708,0,0.0,184,2,0.0,0,0,0,2
CUS01709,5,136100.0,63,10,0.4545,3,0,0,4
CUS01710,5,271900.0,33,14,0.3333,3,1,0,4
CUS01711,10,336300.0,8,5,1.6667,4,1,0,0
