loan_id,customer_id,loan_taken,loan_amount,loan_defaulted
LON00713,CUS00713,No,,
LON00714,CUS00714,No,,
LON00715,CUS00715,No,,
LON00716,CUS00716,No,,
LON00717,CUS00717,Yes,10000.0,No
LON00718,CUS00718,No,,
LON00719,CUS00719,Yes,30000.0,No
LON00720,CUS00720,No,,
LON00721,CUS00721,Yes,40000.0,No
LON00722,CUS00722,No,,
LON00723,CUS00723,No,,
LON00724,CUS00724,Yes,20000.0,Yes
LON00725,CUS00725,Yes,20000.0,No
LON00726,CUS00726,Yes,10000.0,Yes
LON00727,CUS00727,No,,
LON00728,CUS00728,No,,
LON00729,CUS00729,Yes,20000.0,Yes
LON00730,CUS00730,No,,
LON00731,CUS00731,Yes,10000.0,Yes
LON00732,CUS00732,No,,
LON00733,CUS00733,No,,
LON00734,CUS00734,Yes,10000.0,Yes
LON00735,CUS00735,No,,
LON00736,CUS00736,Yes,20000.0,Yes
LON00737,CUS00737,Yes,40000.0,Yes
LON00738,CUS00738,No,,
LON00739,CUS00739,Yes,20000.0,No
LON00740,CUS00740,Yes,30000.0,No
LON00741,CUS00741,Yes,30000.0,No
LON00742,CUS00742,Yes,20000.0,Yes
LON00743,CUS00743,No,,
LON00744,CUS00744,Yes,30000.0,No
LON00745,CUS00745,No,,
LON00746,CUS00746,No,,
LON00747,CUS00747,No,,
LON00748,CUS00748,Yes,40000.0,No
LON00749,CUS00749,Yes,40000.0,Yes
LON00750,CUS00750,No,,
LON00751,CUS00751,Yes,10000.0,Yes
LON00752,CUS00752,No,,
LON00753,CUS00753,No,,
LON00754,CUS00754,No,,
LON00755,CUS00755,Yes,20000.0,Yes
LON00756,CUS00756,Yes,10000.0,Yes
LON00757,CUS00757,Yes,20000.0,No
LON00758,CUS00758,No,,
LON00759,CUS00759,Yes,10000.0,No
LON00760,CUS00760,No,,
LON00761,CUS00761,No,,
LON00762,CUS00762,No,,
LON00763,CUS00763,Yes,20000.0,No
LON00764,CUS00764,No,,
LON00765,CUS00765,Yes,20000.0,No
LON00766,CUS00766,No,,
LON00767,CUS00767,Yes,20000.0,No
LON00768,CUS00768,Yes,20000.0,No
LON00769,CUS00769,Yes,10000.0,No
LON00770,CUS00770,Yes,10000.0,No
LON00771,CUS00771,Yes,20000.0,Yes
LON00772,CUS00772,Yes,10000.0,Yes
LON00773,CUS00773,Yes,20000.0,Yes
LON00774,CUS00774,Yes,20000.0,No
LON00775,CUS00775,Yes,40000.0,No
LON00776,CUS00776,No,,
LON00777,CUS00777,Yes,10000.0,No
LON00778,CUS00778,Yes,20000.0,Yes
LON00779,CUS00779,No,,
LON00780,CUS00780,Yes,10000.0,No
LON00781,CUS00781,Yes,50000.0,No
LON00782,CUS00782,Yes,10000.0,Yes
LON00783,CUS00783,No,,
LON00784,CUS00784,Yes,10000.0,Yes
LON00785,CUS00785,Yes,10000.0,Yes
LON00786,CUS00786,No,,
LON00787,CUS00787,No,,
LON00788,CUS00788,Yes,20000.0,Yes
LON00789,CUS00789,Yes,10000.0,Yes
LON00790,CUS00790,Yes,40000.0,Yes
LON00791,CUS00791,Yes,20000.0,No
LON00792,CUS00792,Yes,30000.0,Yes
LON00793,CUS00793,No,,
LON00794,CUS00794,Yes,20000.0,No
LON00795,CUS00795,Yes,10000.0,Yes
LON00796,CUS00796,No,,
LON00797,CUS00797,Yes,20000.0,Yes
LON00798,CUS00798,Yes,10000.0,Yes
LON00799,CUS00799,Yes,10000.0,Yes
LON00800,CUS00800,Yes,10000.0,Yes
LON00801,CUS00801,No,,
LON00802,CUS00802,Yes,30000.0,No
LON00803,CUS00803,Yes,30000.0,No
LON00804,CUS00804,Yes,30000.0,No
LON00805,CUS00805,Yes,20000.0,No
LON00806,CUS00806,Yes,10000.0,Yes
LON00807,CUS00807,No,,
LON00808,CUS00808,Yes,30000.0,Yes
LON00809,CUS00809,Yes,10000.0,Yes
LON00810,CUS00810,No,,
LON00811,CUS00811,No,,
LON00812,CUS00812,Yes,10000.0,No
LON00813,CUS00813,No,,
LON00814,CUS00814,Yes,10000.0,No
LON00815,CUS00815,Yes,30000.0,No
LON00816,CUS00816,No,,
LON00817,CUS00817,Yes,10000.0,Yes
LON00818,CUS00818,Yes,10000.0,Yes
LON00819,CUS00819,No,,
LON00820,CUS00820,No,,
LON00821,CUS00821,Yes,10000.0,Yes
LON00822,CUS00822,Yes,20000.0,Yes
LON00823,CUS00823,Yes,10000.0,Yes
LON00824,CUS00824,Yes,10000.0,No
LON00825,CUS00825,No,,
LON00826,CUS00826,Yes,20000.0,Yes
LON00827,CUS00827,No,,
LON00828,CUS00828,Yes,20000.0,No
LON00829,CUS00829,No,,
LON00830,CUS00830,Yes,10000.0,Yes
LON00831,CUS00831,Yes,30000.0,No
LON00832,CUS00832,Yes,10000.0,Yes
LON00833,CUS00833,No,,
LON00834,CUS00834,Yes,20000.0,Yes
LON00835,CUS00835,No,,
LON00836,CUS00836,No,,
LON00837,CUS00837,No,,
LON00838,CUS00838,No,,
LON00839,CUS00839,No,,
LON00840,CUS00840,Yes,40000.0,No
LON00841,CUS00841,Yes,20000.0,Yes
LON00842,CUS00842,Yes,30000.0,Yes
LON00843,CUS00843,No,,
LON00844,CUS00844,No,,
LON00845,CUS00845,Yes,10000.0,Yes
LON00846,CUS00846,No,,
LON00847,CUS00847,Yes,20000.0,Yes
LON00848,CUS00848,Yes,10000.0,Yes
LON00849,CUS00849,Yes,40000.0,No
LON00850,CUS00850,Yes,20000.0,No
LON00851,CUS00851,No,,
LON00852,CUS00852,No,,
LON00853,CUS00853,Yes,20000.0,Yes
LON00854,CUS00854,No,,
LON00855,CUS00855,No,,
LON00856,CUS00856,Yes,40000.0,No
LON00857,CUS00857,No,,
LON00858,CUS00858,Yes,20000.0,No
LON00859,CUS00859,No,,
LON00860,CUS00860,No,,
LON00861,CUS00861,No,,
LON00862,CUS00862,Yes,10000.0,Yes
LON00863,CUS00863,No,,
LON00864,CUS00864,Yes,20000.0,Yes
LON00865,CUS00865,No,,
LON00866,CUS00866,No,,
LON00867,CUS00867,Yes,30000.0,No
LON00868,CUS00868,Yes,20000.0,No
LON00869,CUS00869,No,,
LON00870,CUS00870,No,,
LON00871,CUS00871,No,,
LON00872,CUS00872,No,,
LON00873,CUS00873,No,,
LON00874,CUS00874,Yes,10000.0,Yes
LON00875,CUS00875,No,,
LON00876,CUS00876,No,,
LON00877,CUS00877,No,,
LON00878,CUS00878,No,,
LON00879,CUS00879,Yes,20000.0,Yes
LON00880,CUS00880,Yes,20000.0,Yes
LON00881,CUS00881,Yes,20000.0,Yes
LON00882,CUS00882,Yes,20000.0,No
LON00883,CUS00883,No,,
LON00884,CUS00884,Yes,30000.0,No
LON00885,CUS00885,Yes,10000.0,Yes
LON00886,CUS00886,No,,
LON00887,CUS00887,Yes,10000.0,Yes
LON00888,CUS00888,No,,
LON00889,CUS00889,No,,
LON00890,CUS00890,Yes,10000.0,Yes
LON00891,CUS00891,No,,
LON00892,CUS00892,No,,
LON00893,CUS00893,Yes,20000.0,Yes
LON00894,CUS00894,Yes,20000.0,No
LON00895,CUS00895,No,,
LON00896,CUS00896,No,,
LON00897,CUS00897,Yes,20000.0,No
LON00898,CUS00898,No,,
LON00899,CUS00899,No,,
LON00900,CUS00900,No,,
LON00901,CUS00901,No,,
LON00902,CUS00902,No,,
LON00903,CUS00903,No,,
LON00904,CUS00904,No,,
LON00905,CUS00905,Yes,10000.0,Yes
LON00906,CUS00906,No,,
LON00907,CUS00907,Yes,20000.0,No
LON00908,CUS00908,No,,
LON00909,CUS00909,Yes,10000.0,Yes
LON00910,CUS00910,Yes,20000.0,Yes
LON00911,CUS00911,Yes,20000.0,No
LON00912,CUS00912,No,,
LON00913,CUS00913,No,,
LON00914,CUS00914,Yes,40000.0,No
LON00915,CUS00915,Yes,40000.0,Yes
LON00916,CUS00916,Yes,10000.0,Yes
LON00917,CUS00917,No,,
LON00918,CUS00918,Yes,30000.0,Yes
LON00919,CUS00919,No,,
LON00920,CUS00920,No,,
LON00921,CUS00921,Yes,10000.0,No
LON00922,CUS00922,Yes,20000.0,No
LON00923,CUS00923,No,,
LON00924,CUS00924,No,,
LON00925,CUS00925,No,,
LON00926,CUS00926,Yes,20000.0,No
LON00927,CUS00927,Yes,10000.0,Yes
LON00928,CUS00928,No,,
LON00929,CUS00929,No,,
LON00930,CUS00930,No,,
LON00931,CUS00931,Yes,20000.0,No
LON00932,CUS00932,Yes,10000.0,Yes
LON00933,CUS00933,Yes,10000.0,Yes
LON00934,CUS00934,Yes,10000.0,No
LON00935,CUS00935,Yes,20000.0,No
LON00936,CUS00936,No,,
LON00937,CUS00937,Yes,40000.0,No
LON00938,CUS00938,No,,
LON00939,CUS00939,Yes,30000.0,No
LON00940,CUS00940,Yes,10000.0,No
LON00941,CUS00941,Yes,30000.0,Yes
LON00942,CUS00942,Yes,10000.0,No
LON00943,CUS00943,Yes,20000.0,Yes
LON00944,CUS00944,No,,
LON00945,CUS00945,No,,
LON00946,CUS00946,Yes,40000.0,Yes
LON00947,CUS00947,No,,
LON00948,CUS00948,No,,
LON00949,CUS00949,No,,
LON00950,CUS00950,No,,
LON00951,CUS00951,No,,
LON00952,CUS00952,Yes,20000.0,No
LON00953,CUS00953,No,,
LON00954,CUS00954,No,,
LON00955,CUS00955,Yes,40000.0,No
LON00956,CUS00956,No,,
LON00957,CUS00957,No,,
LON00958,CUS00958,Yes,10000.0,No
LON00959,CUS00959,Yes,10000.0,Yes
LON00960,CUS00960,Yes,10000.0,Yes
LON00961,CUS00961,No,,
LON00962,CUS00962,No,,
LON00963,CUS00963,No,,
LON00964,CUS00964,Yes,20000.0,No
LON00965,CUS00965,Yes,20000.0,Yes
LON00966,CUS00966,Yes,40000.0,No
LON00967,CUS00967,Yes,20000.0,No
LON00968,CUS00968,Yes,10000.0,Yes
LON00969,CUS00969,Yes,10000.0,Yes
LON00970,CUS00970,Yes,10000.0,No
LON00971,CUS00971,No,,
LON00972,CUS00972,No,,
LON00973,CUS00973,Yes,20000.0,No
LON00974,CUS00974,Yes,20000.0,No
LON00975,CUS00975,No,,
LON00976,CUS00976,No,,
LON00977,CUS00977,Yes,40000.0,No
LON00978,CUS00978,Yes,50000.0,No
LON00979,CUS00979,Yes,30000.0,Yes
LON00980,CUS00980,Yes,20000.0,No
LON00981,CUS00981,Yes,10000.0,No
LON00982,CUS00982,No,,
LON00983,CUS00983,Yes,10000.0,No
LON00984,CUS00984,Yes,20000.0,No
LON00985,CUS00985,Yes,20000.0,Yes
LON00986,CUS00986,No,,
LON00987,CUS00987,No,,
LON00988,CUS00988,No,,
LON00989,CUS00989,Yes,20000.0,Yes
LON00990,CUS00990,No,,
LON00991,CUS00991,No,,
LON00992,CUS00992,No,,
LON00993,CUS00993,Yes,20000.0,Yes
LON00994,CUS00994,No,,
LON00995,CUS00995,Yes,20000.0,No
LON00996,CUS00996,Yes,20000.0,Yes
LON00997,CUS00997,No,,
LON00998,CUS00998,No,,
LON00999,CUS00999,Yes,20000.0,No
LON01000,CUS01000,Yes,10000.0,Yes
LON01001,CUS01001,No,,
LON01002,CUS01002,No,,
LON01003,CUS01003,Yes,20000.0,Yes
LON01004,CUS01004,Yes,30000.0,No
LON01005,CUS01005,Yes,30000.0,Yes
LON01006,CUS01006,No,,
LON01007,CUS01007,Yes,40000.0,No
LON01008,CUS01008,Yes,20000.0,Yes
LON01009,CUS01009,Yes,20000.0,Yes
LON01010,CUS01010,Yes,10000.0,No
LON01011,CUS01011,Yes,10000.0,No
LON01012,CUS01012,Yes,30000.0,Yes
LON01013,CUS01013,Yes,20000.0,Yes
LON01014,CUS01014,Yes,30000.0,No
LON01015,CUS01015,No,,
LON01016,CUS01016,Yes,10000.0,No
LON01017,CUS01017,Yes,20000.0,No
LON01018,CUS01018,No,,
LON01019,CUS01019,Yes,20000.0,No
LON01020,CUS01020,Yes,10000.0,No
LON01021,CUS01021,Yes,20000.0,Yes
LON01022,CUS01022,No,,
LON01023,CUS01023,No,,
LON01024,CUS01024,Yes,40000.0,No
LON01025,CUS01025,Yes,20000.0,No
LON01026,CUS01026,Yes,10000.0,Yes
LON01027,CUS01027,No,,
LON01028,CUS01028,No,,
LON01029,CUS01029,No,,
LON01030,CUS01030,Yes,20000.0,No
LON01031,CUS01031,Yes,10000.0,Yes
LON01032,CUS01032,Yes,10000.0,Yes
LON01033,CUS01033,Yes,10000.0,Yes
LON01034,CUS01034,No,,
LON01035,CUS01035,Yes,20000.0,Yes
LON01036,CUS01036,Yes,20000.0,Yes
LON01037,CUS01037,No,,
LON01038,CUS01038,Yes,30000.0,No
LON01039,CUS01039,Yes,20000.0,Yes
LON01040,CUS01040,No,,
LON01041,CUS01041,Yes,10000.0,Yes
LON01042,CUS01042,Yes,30000.0,Yes
LON01043,CUS01043,No,,
LON01044,CUS01044,Yes,10000.0,No
LON01045,CUS01045,No,,
LON01046,CUS01046,Yes,10000.0,No
LON01047,CUS01047,No,,
LON01048,CUS01048,No,,
LON01049,CUS01049,No,,
LON01050,CUS01050,No,,
LON01051,CUS01051,No,,
LON01052,CUS01052,No,,
LON01053,CUS01053,No,,
LON01054,CUS01054,No,,
LON01055,CUS01055,Yes,10000.0,No
LON01056,CUS01056,No,,
LON01057,CUS01057,No,,
LON01058,CUS01058,No,,
LON01059,CUS01059,Yes,40000.0,No
LON01060,CUS01060,Yes,20000.0,Yes
LON01061,CUS01061,Yes,10000.0,No
LON01062,CUS01062,Yes,20000.0,Yes
LON01063,CUS01063,Yes,30000.0,Yes
LON01064,CUS01064,Yes,30000.0,No
LON01065,CUS01065,Yes,50000.0,No
LON01066,CUS01066,Yes,20000.0,Yes
LON01067,CUS01067,Yes,40000.0,Yes
LON01068,CUS01068,Yes,10000.0,Yes
LON01069,CUS01069,Yes,10000.0,Yes
LON01070,CUS01070,Yes,20000.0,No
LON01071,CUS01071,No,,
LON01072,CUS01072,No,,
LON01073,CUS01073,No,,
LON01074,CUS01074,No,,
LON01075,CUS01075,No,,
LON01076,CUS01076,Yes,10000.0,Yes
LON01077,CUS01077,Yes,40000.0,No
LON01078,CUS01078,No,,
LON01079,CUS01079,Yes,20000.0,Yes
LON01080,CUS01080,Yes,20000.0,Yes
LON01081,CUS01081,No,,
LON01082,CUS01082,No,,
LON01083,CUS01083,No,,
LON01084,CUS01084,No,,
LON01085,CUS01085,Yes,10000.0,Yes
LON01086,CUS01086,Yes,10000.0,No
LON01087,CUS01087,No,,
LON01088,CUS01088,Yes,10000.0,No
LON01089,CUS01089,Yes,20000.0,Yes
LON01090,CUS01090,No,,
LON01091,CUS01091,No,,
LON01092,CUS01092,No,,
LON01093,CUS01093,No,,
LON01094,CUS01094,Yes,20000.0,Yes
LON01095,CUS01095,Yes,30000.0,No
LON01096,CUS01096,No,,
LON01097,CUS01097,Yes,20000.0,Yes
LON01098,CUS01098,Yes,20000.0,No
LON01099,CUS01099,Yes,30000.0,No
LON01100,CUS01100,Yes,10000.0,Yes
LON01101,CUS01101,Yes,20000.0,Yes
LON01102,CUS01102,Yes,10000.0,Yes
LON01103,CUS01103,Yes,30000.0,Yes
LON01104,CUS01104,Yes,20000.0,No
LON01105,CUS01105,Yes,10000.0,Yes
LON01106,CUS01106,Yes,20000.0,No
LON01107,CUS01107,Yes,20000.0,Yes
LON01108,CUS01108,No,,
LON01109,CUS01109,No,,
LON01110,CUS01110,Yes,40000.0,No
LON01111,CUS01111,No,,
LON01112,CUS01112,No,,
LON01113,CUS01113,No,,
LON01114,CUS01114,Yes,20000.0,No
LON01115,CUS01115,Yes,30000.0,Yes
LON01116,CUS01116,Yes,10000.0,Yes
LON01117,CUS01117,Yes,40000.0,Yes
LON01118,CUS01118,No,,
LON01119,CUS01119,Yes,10000.0,Yes
LON01120,CUS01120,Yes,10000.0,No
LON01121,CUS01121,No,,
LON01122,CUS01122,No,,
LON01123,CUS01123,No,,
LON01124,CUS01124,No,,
LON01125,CUS01125,No,,
LON01126,CUS01126,No,,
LON01127,CUS01127,No,,
LON01128,CUS01128,Yes,20000.0,Yes
LON01129,CUS01129,Yes,20000.0,Yes
LON01130,CUS01130,No,,
LON01131,CUS01131,Yes,20000.0,Yes
LON01132,CUS01132,Yes,10000.0,Yes
LON01133,CUS01133,Yes,30000.0,No
LON01134,CUS01134,Yes,10000.0,Yes
LON01135,CUS01135,Yes,40000.0,No
LON01136,CUS01136,Yes,10000.0,Yes
LON01137,CUS01137,No,,
LON01138,CUS01138,Yes,40000.0,Yes
LON01139,CUS01139,Yes,10000.0,Yes
LON01140,CUS01140,No,,
LON01141,CUS01141,No,,
LON01142,CUS01142,No,,
LON01143,CUS01143,No,,
LON01144,CUS01144,No,,
LON01145,CUS01145,Yes,10000.0,Yes
LON01146,CUS01146,No,,
LON01147,CUS01147,Yes,20000.0,Yes
LON01148,CUS01148,No,,
LON01149,CUS01149,Yes,10000.0,Yes
LON01150,CUS01150,No,,
LON01151,CUS01151,No,,
LON01152,CUS01152,No,,
LON01153,CUS01153,Yes,20000.0,Yes
LON01154,CUS01154,Yes,10000.0,No
LON01155,CUS01155,Yes,30000.0,No
LON01156,CUS01156,Yes,10000.0,No
LON01157,CUS01157,Yes,30000.0,No
LON01158,CUS01158,No,,
LON01159,CUS01159,No,,
LON01160,CUS01160,Yes,30000.0,Yes
LON01161,CUS01161,No,,
LON01162,CUS01162,No,,
LON01163,CUS01163,No,,
LON01164,CUS01164,Yes,10000.0,Yes
LON01165,CUS01165,No,,
LON01166,CUS01166,No,,
LON01167,CUS01167,No,,
LON01168,CUS01168,No,,
LON01169,CUS01169,Yes,20000.0,No
LON01170,CUS01170,Yes,50000.0,No
LON01171,CUS01171,Yes,20000.0,Yes
LON01172,CUS01172,Yes,10000.0,Yes
LON01173,CUS01173,No,,
LON01174,CUS01174,No,,
LON01175,CUS01175,No,,
LON01176,CUS01176,No,,
LON01177,CUS01177,Yes,10000.0,No
LON01178,CUS01178,Yes,40000.0,No
LON01179,CUS01179,No,,
LON01180,CUS01180,No,,
LON01181,CUS01181,Yes,10000.0,No
LON01182,CUS01182,Yes,40000.0,Yes
LON01183,CUS01183,Yes,50000.0,No
LON01184,CUS01184,Yes,30000.0,No
LON01185,CUS01185,Yes,10000.0,No
LON01186,CUS01186,Yes,20000.0,Yes
LON01187,CUS01187,Yes,10000.0,No
LON01188,CUS01188,No,,
LON01189,CUS01189,Yes,40000.0,Yes
LON01190,CUS01190,Yes,20000.0,Yes
LON01191,CUS01191,Yes,10000.0,Yes
LON01192,CUS01192,Yes,40000.0,Yes
LON01193,CUS01193,Yes,20000.0,Yes
LON01194,CUS01194,Yes,30000.0,No
LON01195,CUS01195,Yes,20000.0,No
LON01196,CUS01196,Yes,30000.0,No
LON01197,CUS01197,No,,
LON01198,CUS01198,Yes,10000.0,Yes
LON01199,CUS01199,No,,
LON01200,CUS01200,No,,
LON01201,CUS01201,Yes,10000.0,No
LON01202,CUS01202,Yes,20000.0,No
LON01203,CUS01203,No,,
LON01204,CUS01204,Yes,20000.0,No
LON01205,CUS01205,Yes,20000.0,Yes
LON01206,CUS01206,Yes,20000.0,No
LON01207,CUS01207,Yes,20000.0,Yes
LON01208,CUS01208,No,,
LON01209,CUS01209,No,,
LON01210,CUS01210,Yes,20000.0,Yes
LON01211,CUS01211,Yes,20000.0,No
LON01212,CUS01212,Yes,10000.0,Yes
LON01213,CUS01213,Yes,20000.0,No
LON01214,CUS01214,Yes,20000.0,No
LON01215,CUS01215,No,,
LON01216,CUS01216,No,,
LON01217,CUS01217,Yes,40000.0,No
LON01218,CUS01218,No,,
LON01219,CUS01219,Yes,20000.0,Yes
LON01220,CUS01220,No,,
LON01221,CUS01221,No,,
LON01222,CUS01222,Yes,30000.0,Yes
LON01223,CUS01223,Yes,10000.0,Yes
LON01224,CUS01224,No,,
LON01225,CUS01225,Yes,20000.0,No
LON01226,CUS01226,No,,
LON01227,CUS01227,No,,
LON01228,CUS01228,Yes,40000.0,No
LON01229,CUS01229,No,,
LON01230,CUS01230,Yes,30000.0,No
LON01231,CUS01231,Yes,20000.0,No
LON01232,CUS01232,Yes,20000.0,Yes
LON01233,CUS01233,No,,
LON01234,CUS01234,No,,
LON01235,CUS01235,No,,
LON01236,CUS01236,No,,
LON01237,CUS01237,Yes,20000.0,Yes
LON01238,CUS01238,Yes,10000.0,Yes
LON01239,CUS01239,No,,
LON01240,CUS01240,Yes,20000.0,No
LON01241,CUS01241,Yes,20000.0,Yes
LON01242,CUS01242,No,,
LON01243,CUS01243,No,,
LON01244,CUS01244,Yes,20000.0,Yes
LON01245,CUS01245,Yes,20000.0,No
LON01246,CUS01246,Yes,10000.0,Yes
LON01247,CUS01247,Yes,20000.0,No
LON01248,CUS01248,No,,
LON01249,CUS01249,No,,
LON01250,CUS01250,Yes,40000.0,Yes
LON01251,CUS01251,No,,
LON01252,CUS01252,Yes,10000.0,Yes
LON01253,CUS01253,No,,
LON01254,CUS01254,Yes,20000.0,No
LON01255,CUS01255,Yes,10000.0,No
LON01256,CUS01256,Yes,10000.0,No
LON01257,CUS01257,No,,
LON01258,CUS01258,Yes,10000.0,Yes
LON01259,CUS01259,No,,
LON01260,CUS01260,Yes,10000.0,No
LON01261,CUS01261,Yes,20000.0,No
LON01262,CUS01262,No,,
LON01263,CUS01263,No,,
LON01264,CUS01264,No,,
LON01265,CUS01265,No,,
LON01266,CUS01266,No,,
LON01267,CUS01267,Yes,20000.0,Yes
LON01268,CUS01268,Yes,10000.0,No
LON01269,CUS01269,No,,
LON01270,CUS01270,No,,
LON01271,CUS01271,No,,
LON01272,CUS01272,No,,
LON01273,CUS01273,Yes,10000.0,No
LON01274,CUS01274,No,,
LON01275,CUS01275,No,,
LON01276,CUS01276,Yes,10000.0,No
LON01277,CUS01277,Yes,30000.0,Yes
LON01278,CUS01278,Yes,20000.0,No
LON01279,CUS01279,No,,
LON01280,CUS01280,Yes,10000.0,Yes
LON01281,CUS01281,No,,
LON01282,CUS01282,Yes,40000.0,No
LON01283,CUS01283,Yes,10000.0,No
LON01284,CUS01284,No,,
LON01285,CUS01285,No,,
LON01286,CUS01286,No,,
LON01287,CUS01287,No,,
LON01288,CUS01288,Yes,20000.0,No
LON01289,CUS01289,Yes,30000.0,No
LON01290,CUS01290,Yes,20000.0,No
LON01291,CUS01291,Yes,10000.0,No
LON01292,CUS01292,No,,
LON01293,CUS01293,Yes,10000.0,Yes
LON01294,CUS01294,Yes,30000.0,No
LON01295,CUS01295,No,,
LON01296,CUS01296,Yes,10000.0,Yes
LON01297,CUS01297,No,,
LON01298,CUS01298,No,,
LON01299,CUS01299,No,,
LON01300,CUS01300,No,,
LON01301,CUS01301,No,,
LON01302,CUS01302,Yes,10000.0,Yes
LON01303,CUS01303,Yes,10000.0,Yes
LON01304,CUS01304,Yes,10000.0,Yes
LON01305,CUS01305,No,,
LON01306,CUS01306,Yes,10000.0,Yes
LON01307,CUS01307,Yes,20000.0,Yes
LON01308,CUS01308,No,,
LON01309,CUS01309,Yes,20000.0,No
LON01310,CUS01310,Yes,10000.0,Yes
LON01311,CUS01311,No,,
LON01312,CUS01312,Yes,40000.0,No
LON01313,CUS01313,No,,
LON01314,CUS01314,Yes,50000.0,No
LON01315,CUS01315,No,,
LON01316,CUS01316,No,,
LON01317,CUS01317,No,,
LON01318,CUS01318,Yes,20000.0,Yes
LON01319,CUS01319,No,,
LON01320,CUS01320,Yes,30000.0,Yes
LON01321,CUS01321,No,,
LON01322,CUS01322,Yes,20000.0,No
LON01323,CUS01323,Yes,10000.0,Yes
LON01324,CUS01324,Yes,20000.0,Yes
LON01325,CUS01325,Yes,10000.0,Yes
LON01326,CUS01326,No,,
LON01327,CUS01327,Yes,20000.0,Yes
LON01328,CUS01328,No,,
LON01329,CUS01329,Yes,20000.0,Yes
LON01330,CUS01330,Yes,10000.0,No
LON01331,CUS01331,No,,
LON01332,CUS01332,Yes,10000.0,No
LON01333,CUS01333,No,,
LON01334,CUS01334,No,,
LON01335,CUS01335,No,,
LON01336,CUS01336,Yes,10000.0,Yes
LON01337,CUS01337,No,,
LON01338,CUS01338,Yes,30000.0,No
LON01339,CUS01339,Yes,20000.0,No
LON01340,CUS01340,No,,
LON01341,CUS01341,No,,
LON01342,CUS01342,No,,
LON01343,CUS01343,No,,
LON01344,CUS01344,Yes,20000.0,Yes
LON01345,CUS01345,No,,
LON01346,CUS01346,Yes,10000.0,No
LON01347,CUS01347,Yes,40000.0,Yes
LON01348,CUS01348,Yes,30000.0,Yes
LON01349,CUS01349,Yes,20000.0,No
LON01350,CUS01350,Yes,10000.0,Yes
LON01351,CUS01351,No,,
LON01352,CUS01352,Yes,20000.0,No
LON01353,CUS01353,No,,
LON01354,CUS01354,Yes,20000.0,Yes
LON01355,CUS01355,No,,
LON01356,CUS01356,Yes,10000.0,Yes
LON01357,CUS01357,Yes,20000.0,No
LON01358,CUS01358,No,,
LON01359,CUS01359,Yes,10000.0,No
LON01360,CUS01360,No,,
LON01361,CUS01361,No,,
LON01362,CUS01362,Yes,10000.0,Yes
LON01363,CUS01363,No,,
LON01364,CUS01364,Yes,10000.0,Yes
LON01365,CUS01365,Yes,40000.0,Yes
LON01366,CUS01366,No,,
LON01367,CUS01367,Yes,20000.0,No
LON01368,CUS01368,No,,
LON01369,CUS01369,Yes,20000.0,No
LON01370,CUS01370,No,,
LON01371,CUS01371,Yes,10000.0,Yes
LON01372,CUS01372,No,,
LON01373,CUS01373,No,,
LON01374,CUS01374,No,,
LON01375,CUS01375,No,,
LON01376,CUS01376,Yes,40000.0,Yes
LON01377,CUS01377,No,,
LON01378,CUS01378,Yes,40000.0,No
LON01379,CUS01379,Yes,10000.0,No
LON01380,CUS01380,No,,
LON01381,CUS01381,Yes,10000.0,Yes
LON01382,CUS01382,Yes,10000.0,No
LON01383,CUS01383,No,,
LON01384,CUS01384,No,,
LON01385,CUS01385,No,,
LON01386,CUS01386,Yes,20000.0,No
LON01387,CUS01387,Yes,20000.0,No
LON01388,CUS01388,Yes,40000.0,Yes
LON01389,CUS01389,No,,
LON01390,CUS01390,No,,
LON01391,CUS01391,Yes,40000.0,No
LON01392,CUS01392,Yes,30000.0,Yes
LON01393,CUS01393,No,,
LON01394,CUS01394,Yes,10000.0,Yes
LON01395,CUS01395,No,,
LON01396,CUS01396,Yes,30000.0,Yes
LON01397,CUS01397,No,,
LON01398,CUS01398,No,,
LON01399,CUS01399,No,,
LON01400,CUS01400,No,,
LON01401,CUS01401,No,,
LON01402,CUS01402,No,,
LON01403,CUS01403,Yes,40000.0,Yes
LON01404,CUS01404,No,,
LON01405,CUS01405,Yes,10000.0,Yes
LON01406,CUS01406,No,,
LON01407,CUS01407,No,,
LON01408,CUS01408,Yes,10000.0,Yes
LON01409,CUS01409,Yes,30000.0,No
LON01410,CUS01410,Yes,10000.0,No
LON01411,CUS01411,Yes,10000.0,Yes
LON01412,CUS01412,No,,
LON01413,CUS01413,Yes,10000.0,No
LON01414,CUS01414,No,,
LON01415,CUS01415,No,,
LON01416,CUS01416,No,,
LON01417,CUS01417,Yes,10000.0,Yes
LON01418,CUS01418,Yes,10000.0,No
LON01419,CUS01419,No,,
LON01420,CUS01420,Yes,40000.0,No
LON01421,CUS01421,No,,
LON01422,CUS01422,No,,
LON01423,CUS01423,No,,
LON01424,CUS01424,Yes,10000.0,Yes
LON01425,CUS01425,Yes,20000.0,Yes
LON01426,CUS01426,Yes,20000.0,Yes
LON01427,CUS01427,Yes,20000.0,Yes
LON01428,CUS01428,Yes,40000.0,No
LON01429,CUS01429,Yes,30000.0,Yes
LON01430,CUS01430,Yes,20000.0,Yes
LON01431,CUS01431,Yes,20000.0,No
LON01432,CUS01432,No,,
LON01433,CUS01433,Yes,30000.0,Yes
