customer_id,account_open_date,acquisition_channel,kyc_level,location
CUS01182,2022-03-13,Ads,Tier 2,Lagos
CUS01183,2022-05-25,Ads,Tier 3,Lagos
CUS01184,2022-05-17,Referral,Tier 3,Lagos
CUS01185,2022-06-20,Loan Campaign,Tier 2,Lagos
CUS01186,2022-05-23,Loan Campaign,Tier 3,Lagos
CUS01187,2022-01-10,Referral,Tier 2,Lagos
CUS01188,2022-05-31,Ads,Tier 1,Lagos
CUS01189,2022-03-31,Loan Campaign,Tier 2,Lagos
CUS01190,2022-03-22,Ads,Tier 1,Plateau
CUS01191,2022-03-17,Loan Campaign,Tier 1,Lagos
CUS01192,2022-02-04,Ads,Tier 2,Kaduna
CUS01193,2022-02-01,Loan Campaign,Tier 2,Plateau
CUS01194,2022-03-10,Ads,Tier 2,Lagos
CUS01195,2022-03-16,Referral,Tier 2,Lagos
CUS01196,2022-05-30,Loan Campaign,Tier 2,Lagos
CUS01197,2022-01-30,Referral,Tier 2,Lagos
CUS01198,2022-03-23,Ads,Tier 1,Plateau
CUS01199,2022-02-26,Ads,Tier 1,Kaduna
CUS01200,2022-01-01,Direct,Tier 1,Lagos
CUS01201,2022-04-07,Referral,Tier 1,Lagos
CUS01202,2022-02-12,Referral,Tier 3,Lagos
CUS01203,2022-04-27,Referral,Tier 1,Lagos
CUS01204,2022-05-01,Referral,Tier 2,Lagos
CUS01205,2022-03-05,Loan Campaign,Tier 1,Lagos
CUS01206,2022-02-26,Loan Campaign,Tier 1,Kaduna
CUS01207,2022-02-10,Loan Campaign,Tier 1,Plateau
CUS01208,2022-05-15,Ads,Tier 3,Lagos
CUS01209,2022-03-30,Ads,Tier 3,Lagos
CUS01210,2022-03-16,Loan Campaign,Tier 1,Lagos
CUS01211,2022-01-14,Ads,Tier 1,Lagos
CUS01212,2022-03-09,Loan Campaign,Tier 1,Lagos
CUS01213,2022-05-16,Loan Campaign,Tier 1,Lagos
CUS01214,2022-05-03,Loan Campaign,Tier 1,Lagos
CUS01215,2022-06-03,Ads,Tier 2,Lagos
CUS01216,2022-02-20,Loan Campaign,Tier 2,Kaduna
CUS01217,2022-01-26,Referral,Tier 3,Lagos
CUS01218,2022-04-06,Referral,Tier 3,Lagos
CUS01219,2022-01-19,Loan Campaign,Tier 1,Lagos
CUS01220,2022-01-23,Ads,Tier 2,Plateau
CUS01221,2022-03-22,Loan Campaign,Tier 1,Lagos
CUS01222,2022-02-11,Agent Network,Tier 2,Lagos
CUS01223,2022-03-18,Loan Campaign,Tier 1,Lagos
CUS01224,2022-05-29,Loan Campaign,Tier 1,Plateau
CUS01225,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS01226,2022-06-29,Loan Campaign,Tier 1,Kaduna
CUS01227,2022-05-06,Agent Network,Tier 1,Lagos
CUS01228,2022-06-18,Referral,Tier 2,Lagos
CUS01229,2022-06-30,Loan Campaign,Tier 1,Plateau
CUS01230,2022-03-12,Loan Campaign,Tier 2,Lagos
CUS01231,2022-03-08,Loan Campaign,Tier 1,Lagos
CUS01232,2022-03-23,Loan Campaign,Tier 1,Kaduna
CUS01233,2022-06-13,Referral,Tier 3,Lagos
CUS01234,2022-01-12,Loan Campaign,Tier 2,Kaduna
CUS01235,2022-02-22,Ads,Tier 1,Lagos
CUS01236,2022-02-13,Loan Campaign,Tier 1,Lagos
CUS01237,2022-02-06,Loan Campaign,Tier 1,Kaduna
CUS01238,2022-01-05,Ads,Tier 2,Lagos
CUS01239,2022-05-23,Direct,Tier 1,Plateau
CUS01240,2022-03-26,Loan Campaign,Tier 2,Plateau
CUS01241,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS01242,2022-01-23,Agent Network,Tier 1,Kaduna
CUS01243,2022-04-26,Referral,Tier 2,Lagos
CUS01244,2022-02-20,Loan Campaign,Tier 1,Lagos
CUS01245,2022-03-28,Loan Campaign,Tier 1,Lagos
CUS01246,2022-02-21,Loan Campaign,Tier 1,Plateau
CUS01247,2022-01-16,Loan Campaign,Tier 1,Lagos
CUS01248,2022-04-10,Referral,Tier 2,Lagos
CUS01249,2022-02-22,Loan Campaign,Tier 2,Lagos
CUS01250,2022-01-31,Loan Campaign,Tier 2,Lagos
CUS01251,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS01252,2022-02-08,Loan Campaign,Tier 2,Lagos
CUS01253,2022-06-12,Ads,Tier 3,Lagos
CUS01254,2022-03-06,Loan Campaign,Tier 1,Kaduna
CUS01255,2022-04-01,Loan Campaign,Tier 1,Lagos
CUS01256,2022-05-16,Ads,Tier 1,Lagos
CUS01257,2022-05-18,Direct,Tier 2,Lagos
CUS01258,2022-03-25,Loan Campaign,Tier 1,Lagos
CUS01259,2022-05-10,Direct,Tier 2,Lagos
CUS01260,2022-02-16,Loan Campaign,Tier 1,Lagos
CUS01261,2022-02-24,Ads,Tier 2,Lagos
CUS01262,2022-03-20,Referral,Tier 1,Lagos
CUS01263,2022-06-03,Direct,Tier 3,Lagos
CUS01264,2022-02-16,Ads,Tier 2,Lagos
CUS01265,2022-03-16,Loan Campaign,Tier 1,Lagos
CUS01266,2022-03-25,Direct,Tier 3,Plateau
CUS01267,2022-02-15,Loan Campaign,Tier 1,Plateau
CUS01268,2022-06-12,Ads,Tier 1,Lagos
CUS01269,2022-04-18,Loan Campaign,Tier 3,Lagos
CUS01270,2022-01-14,Direct,Tier 1,Plateau
CUS01271,2022-06-09,Direct,Tier 2,Lagos
CUS01272,2022-01-18,Referral,Tier 2,Kaduna
CUS01273,2022-05-04,Loan Campaign,Tier 1,Plateau
CUS01274,2022-02-26,Ads,Tier 3,Lagos
CUS01275,2022-03-03,Direct,Tier 3,Plateau
CUS01276,2022-06-28,Direct,Tier 3,Kaduna
CUS01277,2022-01-09,Loan Campaign,Tier 2,Kaduna
CUS01278,2022-01-25,Ads,Tier 1,Lagos
CUS01279,2022-01-11,Loan Campaign,Tier 2,Lagos
CUS01280,2022-01-04,Loan Campaign,Tier 1,Plateau
CUS01281,2022-03-03,Referral,Tier 3,Lagos
CUS01282,2022-02-11,Referral,Tier 2,Lagos
CUS01283,2022-02-07,Loan Campaign,Tier 1,Lagos
CUS01284,2022-05-11,Ads,Tier 1,Lagos
CUS01285,2022-01-28,Ads,Tier 2,Plateau
CUS01286,2022-01-27,Loan Campaign,Tier 1,Lagos
CUS01287,2022-03-30,Referral,Tier 3,Lagos
CUS01288,2022-03-24,Referral,Tier 3,Lagos
CUS01289,2022-02-11,Loan Campaign,Tier 2,Lagos
CUS01290,2022-05-19,Loan Campaign,Tier 1,Lagos
CUS01291,2022-03-13,Loan Campaign,Tier 1,Lagos
CUS01292,2022-01-22,Loan Campaign,Tier 1,Kaduna
CUS01293,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS01294,2022-04-29,Loan Campaign,Tier 2,Lagos
CUS01295,2022-05-10,Agent Network,Tier 2,Lagos
CUS01296,2022-03-02,Loan Campaign,Tier 1,Kaduna
CUS01297,2022-01-03,Ads,Tier 3,Lagos
CUS01298,2022-05-23,Ads,Tier 3,Lagos
CUS01299,2022-02-27,Agent Network,Tier 1,Lagos
CUS01300,2022-05-26,Agent Network,Tier 1,Lagos
CUS01301,2022-02-02,Referral,Tier 1,Plateau
CUS01302,2022-03-13,Loan Campaign,Tier 1,Lagos
CUS01303,2022-01-08,Loan Campaign,Tier 1,Lagos
CUS01304,2022-03-25,Loan Campaign,Tier 1,Plateau
CUS01305,2022-06-26,Ads,Tier 3,Lagos
CUS01306,2022-06-06,Loan Campaign,Tier 2,Plateau
CUS01307,2022-01-18,Loan Campaign,Tier 1,Kaduna
CUS01308,2022-04-26,Ads,Tier 1,Plateau
CUS01309,2022-03-16,Loan Campaign,Tier 3,Plateau
CUS01310,2022-02-26,Loan Campaign,Tier 1,Lagos
CUS01311,2022-01-23,Agent Network,Tier 1,Lagos
CUS01312,2022-04-03,Referral,Tier 2,Lagos
CUS01313,2022-04-03,Ads,Tier 1,Lagos
CUS01314,2022-02-26,Ads,Tier 3,Plateau
CUS01315,2022-05-13,Loan Campaign,Tier 1,Kaduna
CUS01316,2022-06-13,Direct,Tier 3,Kaduna
CUS01317,2022-03-07,Ads,Tier 1,Plateau
CUS01318,2022-02-26,Ads,Tier 1,Plateau
CUS01319,2022-05-23,Loan Campaign,Tier 2,Plateau
CUS01320,2022-05-12,Referral,Tier 2,Lagos
CUS01321,2022-01-01,Loan Campaign,Tier 1,Lagos
CUS01322,2022-05-14,Ads,Tier 2,Lagos
CUS01323,2022-01-19,Loan Campaign,Tier 1,Lagos
CUS01324,2022-02-27,Loan Campaign,Tier 2,Lagos
CUS01325,2022-01-24,Agent Network,Tier 2,Lagos
CUS01326,2022-06-24,Ads,Tier 3,Plateau
CUS01327,2022-01-11,Loan Campaign,Tier 1,Lagos
CUS01328,2022-01-15,Ads,Tier 2,Kaduna
CUS01329,2022-02-11,Loan Campaign,Tier 1,Lagos
CUS01330,2022-03-17,Loan Campaign,Tier 1,Lagos
CUS01331,2022-02-20,Agent Network,Tier 1,Lagos
CUS01332,2022-06-30,Loan Campaign,Tier 3,Lagos
CUS01333,2022-01-28,Referral,Tier 3,Lagos
CUS01334,2022-06-27,Direct,Tier 3,Lagos
CUS01335,2022-01-07,Loan Campaign,Tier 1,Lagos
CUS01336,2022-05-07,Referral,Tier 1,Kaduna
CUS01337,2022-02-21,Referral,Tier 3,Lagos
CUS01338,2022-01-01,Referral,Tier 3,Lagos
CUS01339,2022-05-22,Loan Campaign,Tier 2,Lagos
CUS01340,2022-06-08,Referral,Tier 1,Lagos
CUS01341,2022-03-11,Agent Network,Tier 1,Lagos
CUS01342,2022-05-06,Referral,Tier 2,Lagos
CUS01343,2022-01-16,Referral,Tier 1,Lagos
CUS01344,2022-01-04,Ads,Tier 2,Lagos
CUS01345,2022-06-24,Referral,Tier 3,Plateau
CUS01346,2022-06-21,Referral,Tier 3,Plateau
CUS01347,2022-01-19,Loan Campaign,Tier 2,Kaduna
CUS01348,2022-02-07,Loan Campaign,Tier 2,Lagos
CUS01349,2022-06-11,Ads,Tier 1,Lagos
CUS01350,2022-03-18,Loan Campaign,Tier 1,Lagos
CUS01351,2022-05-10,Loan Campaign,Tier 1,Kaduna
CUS01352,2022-04-15,Agent Network,Tier 2,Lagos
CUS01353,2022-01-08,Ads,Tier 1,Plateau
CUS01354,2022-06-28,Referral,Tier 1,Lagos
CUS01355,2022-01-03,Referral,Tier 3,Lagos
CUS01356,2022-03-19,Loan Campaign,Tier 1,Lagos
CUS01357,2022-01-13,Agent Network,Tier 1,Lagos
CUS01358,2022-02-12,Agent Network,Tier 1,Lagos
CUS01359,2022-05-24,Loan Campaign,Tier 1,Lagos
CUS01360,2022-04-22,Direct,Tier 1,Lagos
CUS01361,2022-02-11,Loan Campaign,Tier 1,Lagos
CUS01362,2022-01-14,Ads,Tier 1,Plateau
CUS01363,2022-03-27,Referral,Tier 3,Lagos
CUS01364,2022-03-24,Ads,Tier 1,Lagos
CUS01365,2022-01-02,Loan Campaign,Tier 2,Kaduna
CUS01366,2022-04-26,Ads,Tier 1,Plateau
CUS01367,2022-04-03,Loan Campaign,Tier 1,Lagos
CUS01368,2022-04-12,Direct,Tier 2,Lagos
CUS01369,2022-03-09,Loan Campaign,Tier 2,Lagos
CUS01370,2022-01-18,Referral,Tier 2,Lagos
CUS01371,2022-01-23,Loan Campaign,Tier 1,Kaduna
CUS01372,2022-05-01,Agent Network,Tier 1,Lagos
CUS01373,2022-02-10,Direct,Tier 2,Lagos
CUS01374,2022-05-14,Ads,Tier 1,Lagos
CUS01375,2022-01-09,Referral,Tier 3,Lagos
CUS01376,2022-01-25,Loan Campaign,Tier 2,Plateau
CUS01377,2022-01-09,Agent Network,Tier 2,Lagos
CUS01378,2022-01-31,Loan Campaign,Tier 3,Lagos
CUS01379,2022-01-23,Ads,Tier 2,Lagos
CUS01380,2022-05-26,Referral,Tier 2,Lagos
CUS01381,2022-01-23,Loan Campaign,Tier 1,Plateau
CUS01382,2022-03-14,Agent Network,Tier 1,Lagos
CUS01383,2022-06-22,Ads,Tier 2,Lagos
CUS01384,2022-02-04,Direct,Tier 2,Lagos
CUS01385,2022-05-03,Ads,Tier 1,Lagos
CUS01386,2022-03-09,Loan Campaign,Tier 1,Lagos
CUS01387,2022-03-31,Ads,Tier 1,Plateau
CUS01388,2022-01-29,Loan Campaign,Tier 2,Kaduna
CUS01389,2022-04-23,Direct,Tier 1,Lagos
CUS01390,2022-04-05,Agent Network,Tier 2,Lagos
CUS01391,2022-01-03,Referral,Tier 3,Plateau
CUS01392,2022-02-01,Ads,Tier 2,Lagos
CUS01393,2022-01-29,Direct,Tier 1,Lagos
CUS01394,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS01395,2022-06-04,Referral,Tier 1,Lagos
CUS01396,2022-02-24,Loan Campaign,Tier 2,Plateau
CUS01397,2022-01-26,Agent Network,Tier 1,Lagos
CUS01398,2022-01-04,Referral,Tier 1,Lagos
CUS01399,2022-04-21,Referral,Tier 1,Kaduna
CUS01400,2022-01-27,Referral,Tier 3,Lagos
CUS01401,2022-05-02,Ads,Tier 2,Lagos
CUS01402,2022-01-14,Ads,Tier 2,Lagos
CUS01403,2022-02-11,Loan Campaign,Tier 2,Kaduna
CUS01404,2022-06-04,Loan Campaign,Tier 1,Lagos
CUS01405,2022-01-06,Loan Campaign,Tier 1,Lagos
CUS01406,2022-05-01,Loan Campaign,Tier 2,Lagos
CUS01407,2022-05-17,Referral,Tier 3,Plateau
CUS01408,2022-02-02,Loan Campaign,Tier 2,Lagos
CUS01409,2022-05-27,Referral,Tier 2,Plateau
CUS01410,2022-03-04,Ads,Tier 1,Lagos
CUS01411,2022-01-11,Loan Campaign,Tier 2,Lagos
CUS01412,2022-04-13,Loan Campaign,Tier 3,Plateau
CUS01413,2022-04-14,Direct,Tier 2,Lagos
CUS01414,2022-05-15,Agent Network,Tier 1,Kaduna
CUS01415,2022-01-16,Ads,Tier 2,Lagos
CUS01416,2022-01-22,Ads,Tier 1,Lagos
CUS01417,2022-01-15,Loan Campaign,Tier 2,Kaduna
CUS01418,2022-02-10,Loan Campaign,Tier 1,Lagos
CUS01419,2022-05-06,Loan Campaign,Tier 2,Lagos
CUS01420,2022-03-19,Loan Campaign,Tier 2,Lagos
CUS01421,2022-03-08,Referral,Tier 2,Lagos
CUS01422,2022-04-13,Ads,Tier 2,Lagos
CUS01423,2022-06-24,Direct,Tier 2,Plateau
CUS01424,2022-02-06,Loan Campaign,Tier 1,Lagos
CUS01425,2022-01-17,Loan Campaign,Tier 2,Lagos
CUS01426,2022-01-18,Loan Campaign,Tier 1,Lagos
CUS01427,2022-01-31,Loan Campaign,Tier 1,Lagos
CUS01428,2022-02-24,Loan Campaign,Tier 2,Lagos
CUS01429,2022-02-06,Ads,Tier 2,Kaduna
CUS01430,2022-01-24,Loan Campaign,Tier 3,Kaduna
CUS01431,2022-03-30,Ads,Tier 1,Lagos
CUS01432,2022-04-09,Ads,Tier 2,Plateau
CUS01433,2022-02-26,Referral,Tier 2,Plateau
CUS01434,2022-06-29,Ads,Tier 1,Plateau
CUS01435,2022-06-24,Agent Network,Tier 1,Plateau
CUS01436,2022-01-03,Ads,Tier 2,Plateau
CUS01437,2022-01-18,Ads,Tier 1,Lagos
CUS01438,2022-02-21,Loan Campaign,Tier 1,Lagos
CUS01439,2022-03-24,Ads,Tier 2,Plateau
CUS01440,2022-02-19,Ads,Tier 1,Lagos
CUS01441,2022-04-10,Referral,Tier 3,Lagos
CUS01442,2022-03-24,Ads,Tier 1,Lagos
CUS01443,2022-02-03,Loan Campaign,Tier 1,Kaduna
CUS01444,2022-01-18,Agent Network,Tier 2,Kaduna
CUS01445,2022-03-22,Ads,Tier 1,Lagos
CUS01446,2022-06-24,Ads,Tier 2,Kaduna
CUS01447,2022-02-27,Loan Campaign,Tier 1,Lagos
CUS01448,2022-06-18,Referral,Tier 2,Lagos
CUS01449,2022-05-27,Referral,Tier 1,Lagos
CUS01450,2022-02-23,Direct,Tier 2,Lagos
CUS01451,2022-05-27,Agent Network,Tier 1,Lagos
CUS01452,2022-04-18,Ads,Tier 1,Plateau
CUS01453,2022-02-26,Loan Campaign,Tier 1,Lagos
CUS01454,2022-01-06,Loan Campaign,Tier 2,Lagos
CUS01455,2022-06-11,Referral,Tier 1,Plateau
CUS01456,2022-03-23,Agent Network,Tier 1,Kaduna
CUS01457,2022-01-06,Referral,Tier 2,Lagos
CUS01458,2022-04-27,Agent Network,Tier 1,Lagos
CUS01459,2022-05-02,Loan Campaign,Tier 1,Kaduna
CUS01460,2022-03-14,Loan Campaign,Tier 2,Lagos
CUS01461,2022-02-01,Loan Campaign,Tier 1,Lagos
CUS01462,2022-05-15,Loan Campaign,Tier 2,Lagos
CUS01463,2022-02-10,Loan Campaign,Tier 1,Lagos
CUS01464,2022-01-15,Referral,Tier 2,Plateau
CUS01465,2022-01-10,Loan Campaign,Tier 2,Lagos
CUS01466,2022-03-24,Loan Campaign,Tier 1,Plateau
CUS01467,2022-01-19,Ads,Tier 3,Lagos
CUS01468,2022-01-14,Loan Campaign,Tier 1,Plateau
CUS01469,2022-06-28,Loan Campaign,Tier 1,Lagos
CUS01470,2022-06-11,Loan Campaign,Tier 1,Lagos
CUS01471,2022-01-23,Ads,Tier 1,Lagos
CUS01472,2022-02-05,Loan Campaign,Tier 1,Kaduna
CUS01473,2022-05-29,Direct,Tier 2,Plateau
CUS01474,2022-03-21,Loan Campaign,Tier 1,Lagos
CUS01475,2022-05-14,Referral,Tier 2,Lagos
CUS01476,2022-01-08,Ads,Tier 2,Plateau
CUS01477,2022-01-02,Ads,Tier 1,Lagos
CUS01478,2022-03-18,Loan Campaign,Tier 1,Lagos
CUS01479,2022-01-07,Loan Campaign,Tier 2,Lagos
CUS01480,2022-01-13,Loan Campaign,Tier 2,Kaduna
CUS01481,2022-02-04,Loan Campaign,Tier 1,Lagos
CUS01482,2022-02-23,Loan Campaign,Tier 1,Lagos
CUS01483,2022-06-01,Loan Campaign,Tier 2,Lagos
CUS01484,2022-01-20,Ads,Tier 2,Lagos
CUS01485,2022-02-24,Agent Network,Tier 2,Lagos
CUS01486,2022-06-29,Agent Network,Tier 2,Kaduna
CUS01487,2022-05-16,Referral,Tier 2,Lagos
CUS01488,2022-02-05,Agent Network,Tier 1,Lagos
CUS01489,2022-03-21,Loan Campaign,Tier 2,Lagos
CUS01490,2022-01-14,Ads,Tier 1,Plateau
CUS01491,2022-01-08,Referral,Tier 2,Lagos
CUS01492,2022-03-30,Referral,Tier 2,Plateau
CUS01493,2022-02-13,Loan Campaign,Tier 1,Lagos
CUS01494,2022-02-06,Agent Network,Tier 1,Kaduna
CUS01495,2022-01-03,Referral,Tier 3,Plateau
CUS01496,2022-04-12,Referral,Tier 1,Lagos
CUS01497,2022-05-15,Referral,Tier 1,Plateau
CUS01498,2022-02-02,Agent Network,Tier 1,Kaduna
CUS01499,2022-02-27,Ads,Tier 1,Lagos
CUS01500,2022-04-07,Ads,Tier 2,Plateau
CUS01501,2022-03-19,Ads,Tier 1,Plateau
CUS01502,2022-04-05,Direct,Tier 1,Lagos
CUS01503,2022-01-24,Ads,Tier 3,Lagos
CUS01504,2022-01-27,Referral,Tier 2,Plateau
CUS01505,2022-04-07,Loan Campaign,Tier 1,Kaduna
CUS01506,2022-05-12,Ads,Tier 2,Lagos
CUS01507,2022-05-28,Referral,Tier 3,Plateau
CUS01508,2022-06-03,Ads,Tier 1,Lagos
CUS01509,2022-04-09,Ads,Tier 2,Plateau
CUS01510,2022-01-04,Loan Campaign,Tier 3,Kaduna
CUS01511,2022-02-13,Loan Campaign,Tier 1,Lagos
CUS01512,2022-01-18,Loan Campaign,Tier 2,Lagos
CUS01513,2022-03-02,Referral,Tier 3,Lagos
CUS01514,2022-03-07,Ads,Tier 2,Lagos
CUS01515,2022-04-02,Ads,Tier 2,Lagos
CUS01516,2022-04-07,Referral,Tier 3,Lagos
CUS01517,2022-02-25,Ads,Tier 1,Lagos
CUS01518,2022-03-23,Loan Campaign,Tier 1,Plateau
CUS01519,2022-05-29,Ads,Tier 2,Lagos
CUS01520,2022-03-11,Ads,Tier 2,Lagos
CUS01521,2022-01-23,Loan Campaign,Tier 2,Lagos
CUS01522,2022-06-18,Direct,Tier 2,Lagos
CUS01523,2022-02-01,Loan Campaign,Tier 1,Plateau
CUS01524,2022-04-10,Ads,Tier 2,Lagos
CUS01525,2022-01-05,Ads,Tier 3,Lagos
CUS01526,2022-01-10,Ads,Tier 1,Plateau
CUS01527,2022-02-18,Loan Campaign,Tier 1,Lagos
CUS01528,2022-03-26,Loan Campaign,Tier 3,Lagos
CUS01529,2022-01-15,Direct,Tier 1,Lagos
CUS01530,2022-02-25,Ads,Tier 1,Lagos
CUS01531,2022-05-20,Direct,Tier 1,Lagos
CUS01532,2022-02-24,Ads,Tier 1,Lagos
CUS01533,2022-05-07,Ads,Tier 2,Plateau
CUS01534,2022-04-15,Ads,Tier 2,Lagos
CUS01535,2022-02-20,Ads,Tier 2,Plateau
CUS01536,2022-01-02,Loan Campaign,Tier 2,Lagos
CUS01537,2022-06-09,Ads,Tier 2,Lagos
CUS01538,2022-06-07,Ads,Tier 2,Kaduna
CUS01539,2022-01-12,Loan Campaign,Tier 1,Lagos
CUS01540,2022-01-15,Loan Campaign,Tier 1,Lagos
CUS01541,2022-06-26,Agent Network,Tier 2,Lagos
CUS01542,2022-06-09,Ads,Tier 2,Lagos
CUS01543,2022-03-20,Referral,Tier 2,Lagos
CUS01544,2022-03-19,Loan Campaign,Tier 1,Lagos
CUS01545,2022-03-23,Loan Campaign,Tier 1,Lagos
CUS01546,2022-01-26,Loan Campaign,Tier 2,Lagos
CUS01547,2022-01-09,Ads,Tier 2,Plateau
CUS01548,2022-03-29,Loan Campaign,Tier 1,Lagos
CUS01549,2022-06-24,Ads,Tier 1,Plateau
CUS01550,2022-03-19,Loan Campaign,Tier 1,Lagos
CUS01551,2022-04-08,Referral,Tier 3,Plateau
CUS01552,2022-05-31,Ads,Tier 2,Lagos
CUS01553,2022-02-28,Loan Campaign,Tier 1,Lagos
CUS01554,2022-03-17,Ads,Tier 3,Lagos
CUS01555,2022-01-29,Loan Campaign,Tier 2,Lagos
CUS01556,2022-02-09,Loan Campaign,Tier 2,Lagos
CUS01557,2022-05-16,Loan Campaign,Tier 2,Lagos
CUS01558,2022-02-17,Ads,Tier 2,Lagos
CUS01559,2022-06-09,Ads,Tier 1,Lagos
CUS01560,2022-01-07,Loan Campaign,Tier 1,Lagos
CUS01561,2022-05-05,Referral,Tier 2,Kaduna
CUS01562,2022-04-14,Referral,Tier 2,Lagos
CUS01563,2022-03-18,Agent Network,Tier 1,Lagos
CUS01564,2022-02-15,Ads,Tier 1,Kaduna
CUS01565,2022-02-12,Loan Campaign,Tier 2,Lagos
CUS01566,2022-03-26,Loan Campaign,Tier 1,Lagos
CUS01567,2022-06-13,Ads,Tier 3,Kaduna
CUS01568,2022-06-10,Agent Network,Tier 2,Lagos
CUS01569,2022-02-10,Loan Campaign,Tier 1,Plateau
CUS01570,2022-05-05,Loan Campaign,Tier 1,Lagos
CUS01571,2022-01-27,Agent Network,Tier 1,Lagos
CUS01572,2022-02-25,Loan Campaign,Tier 1,Lagos
CUS01573,2022-05-30,Referral,Tier 2,Plateau
CUS01574,2022-06-03,Direct,Tier 2,Lagos
CUS01575,2022-02-20,Agent Network,Tier 2,Lagos
CUS01576,2022-01-28,Loan Campaign,Tier 1,Lagos
CUS01577,2022-03-27,Ads,Tier 2,Lagos
CUS01578,2022-06-29,Direct,Tier 1,Kaduna
CUS01579,2022-02-08,Agent Network,Tier 1,Lagos
CUS01580,2022-04-27,Direct,Tier 2,Lagos
CUS01581,2022-04-21,Loan Campaign,Tier 1,Plateau
CUS01582,2022-06-28,Ads,Tier 3,Lagos
CUS01583,2022-02-07,Ads,Tier 1,Plateau
CUS01584,2022-03-25,Loan Campaign,Tier 2,Kaduna
CUS01585,2022-03-07,Loan Campaign,Tier 1,Lagos
CUS01586,2022-01-06,Ads,Tier 1,Lagos
CUS01587,2022-02-18,Ads,Tier 3,Lagos
CUS01588,2022-06-19,Ads,Tier 3,Plateau
CUS01589,2022-05-18,Ads,Tier 2,Lagos
CUS01590,2022-02-24,Loan Campaign,Tier 1,Lagos
CUS01591,2022-03-30,Loan Campaign,Tier 2,Kaduna
CUS01592,2022-04-27,Loan Campaign,Tier 1,Lagos
CUS01593,2022-02-28,Direct,Tier 3,Lagos
CUS01594,2022-04-19,Loan Campaign,Tier 1,Lagos
CUS01595,2022-06-30,Ads,Tier 3,Lagos
CUS01596,2022-02-21,Ads,Tier 1,Lagos
CUS01597,2022-01-13,Ads,Tier 1,Plateau
CUS01598,2022-02-24,Agent Network,Tier 1,Lagos
CUS01599,2022-02-02,Ads,Tier 3,Plateau
CUS01600,2022-03-24,Ads,Tier 1,Lagos
CUS01601,2022-01-18,Loan Campaign,Tier 1,Lagos
CUS01602,2022-03-26,Agent Network,Tier 1,Lagos
CUS01603,2022-05-18,Referral,Tier 3,Lagos
CUS01604,2022-03-11,Loan Campaign,Tier 1,Lagos
CUS01605,2022-01-28,Loan Campaign,Tier 1,Plateau
CUS01606,2022-04-20,Loan Campaign,Tier 2,Lagos
CUS01607,2022-01-01,Direct,Tier 1,Lagos
CUS01608,2022-03-16,Ads,Tier 2,Lagos
CUS01609,2022-01-28,Loan Campaign,Tier 1,Lagos
CUS01610,2022-01-21,Agent Network,Tier 1,Lagos
CUS01611,2022-05-18,Referral,Tier 3,Lagos
CUS01612,2022-04-26,Loan Campaign,Tier 1,Kaduna
CUS01613,2022-03-29,Direct,Tier 3,Kaduna
CUS01614,2022-06-04,Direct,Tier 1,Lagos
CUS01615,2022-03-04,Loan Campaign,Tier 1,Plateau
CUS01616,2022-04-17,Loan Campaign,Tier 1,Lagos
CUS01617,2022-01-24,Ads,Tier 1,Lagos
CUS01618,2022-02-07,Ads,Tier 1,Lagos
CUS01619,2022-01-30,Loan Campaign,Tier 1,Lagos
CUS01620,2022-06-06,Ads,Tier 2,Lagos
CUS01621,2022-02-05,Loan Campaign,Tier 1,Lagos
CUS01622,2022-02-22,Referral,Tier 3,Lagos
CUS01623,2022-03-13,Referral,Tier 2,Lagos
CUS01624,2022-01-08,Referral,Tier 2,Kaduna
CUS01625,2022-05-06,Ads,Tier 3,Lagos
CUS01626,2022-05-03,Referral,Tier 1,Lagos
CUS01627,2022-06-26,Ads,Tier 2,Lagos
CUS01628,2022-03-29,Loan Campaign,Tier 1,Lagos
CUS01629,2022-01-05,Loan Campaign,Tier 1,Lagos
CUS01630,2022-03-22,Loan Campaign,Tier 3,Plateau
CUS01631,2022-02-19,Direct,Tier 2,Lagos
CUS01632,2022-01-04,Agent Network,Tier 2,Plateau
CUS01633,2022-01-18,Ads,Tier 1,Lagos
CUS01634,2022-02-27,Ads,Tier 2,Plateau
CUS01635,2022-03-29,Loan Campaign,Tier 1,Lagos
CUS01636,2022-06-07,Ads,Tier 1,Lagos
CUS01637,2022-04-28,Ads,Tier 2,Lagos
CUS01638,2022-01-02,Ads,Tier 1,Lagos
CUS01639,2022-03-31,Ads,Tier 2,Kaduna
CUS01640,2022-04-27,Referral,Tier 1,Lagos
CUS01641,2022-03-12,Referral,Tier 1,Lagos
CUS01642,2022-01-19,Loan Campaign,Tier 1,Plateau
CUS01643,2022-01-03,Loan Campaign,Tier 1,Lagos
CUS01644,2022-03-26,Ads,Tier 3,Lagos
CUS01645,2022-02-14,Loan Campaign,Tier 1,Lagos
CUS01646,2022-03-29,Loan Campaign,Tier 2,Plateau
CUS01647,2022-04-02,Loan Campaign,Tier 1,Lagos
CUS01648,2022-02-25,Ads,Tier 1,Lagos
